CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD432153383,Emp and Assistance,2014-10-24,2023-03-17,2022-06-16,N
SD48163704,Emp and Assistance,2009-04-08,2023-02-11,2017-08-22,N
SD47252637,Emp and Assistance,2003-10-23,2015-02-25,2014-07-30,N
SD48450790,Emp and Assistance,1991-11-26,2019-10-10,2013-03-13,Y
SD48352353,Emp and Assistance,2003-06-10,2022-05-20,2022-02-15,N
SD408626407,Emp and Assistance,2014-09-02,2023-04-26,2020-01-29,Y
SD1317959105,Emp and Assistance,2021-09-15,2023-05-12,2022-09-22,N
SD1297873574,Emp and Assistance,2020-12-29,2023-07-13,2022-09-26,N
SD48815221,Emp and Assistance,2008-03-07,2020-07-08,2018-08-31,Y
SD47900780,Emp and Assistance,1993-01-29,2023-08-23,2004-04-20,Y
SD48965415,Emp and Assistance,1991-09-04,2021-11-03,2010-12-13,Y
SD47505770,Emp and Assistance,2010-12-10,2012-09-07,2012-08-07,N
SD48962697,Emp and Assistance,2012-05-01,2023-05-08,2022-08-10,N
SD328370950,Emp and Assistance,2014-03-11,2019-10-31,2019-10-03,N
SD46974511,Emp and Assistance,2009-05-22,2011-06-17,2011-06-17,Y
SD47957851,Emp and Assistance,2007-05-28,2010-06-02,2010-01-14,Y
SD48980091,Emp and Assistance,1995-06-20,2009-03-23,2008-08-20,Y
SD48556200,Emp and Assistance,2011-03-03,2023-09-15,2016-11-18,N
SD48156701,Emp and Assistance,1993-07-14,1996-11-12,1994-11-28,N
SD47492122,Emp and Assistance,2001-03-13,2012-03-26,2012-02-23,N
SD48548095,Emp and Assistance,2002-07-29,2003-05-08,2002-10-24,N
SD47513980,Emp and Assistance,2003-09-23,2018-11-22,2010-07-22,N
SD47370076,Emp and Assistance,2008-02-07,2014-07-18,2012-10-11,N
SD47268695,Emp and Assistance,1991-03-07,2006-02-27,2006-01-05,N
SD47963501,Emp and Assistance,2002-04-29,2022-10-03,2022-05-13,Y
SD47038598,Emp and Assistance,2000-03-07,2005-07-19,2005-04-20,N
SD47182763,Emp and Assistance,1996-03-15,2000-06-27,1999-11-22,N
SD48015404,Emp and Assistance,1995-02-20,2002-04-08,1999-12-08,N
SD48859423,Emp and Assistance,1993-07-20,2023-09-15,2023-06-26,N
SD48555949,Emp and Assistance,2009-02-17,2010-07-06,2010-01-12,N
SD47246649,Emp and Assistance,1995-07-25,2002-08-12,2002-02-11,N
SD47462997,Emp and Assistance,1993-12-07,2022-10-21,2021-11-16,N
SD48378495,Emp and Assistance,2003-07-08,2014-06-12,2014-03-21,N
SD47036330,Emp and Assistance,2010-10-04,2021-07-17,2020-02-04,N
SD48039319,Emp and Assistance,1993-04-08,1997-03-06,1996-12-13,N
SD47721496,Emp and Assistance,2006-06-05,2022-10-21,2022-01-17,N
SD48183646,Emp and Assistance,1994-01-11,2005-03-31,1995-02-02,N
SD47467545,Emp and Assistance,1993-10-04,2023-05-02,2017-09-21,Y
SD47261273,Emp and Assistance,1992-10-09,2018-11-17,2016-12-15,N
SD198490322,Emp and Assistance,2013-05-24,2023-07-14,2022-05-16,N
SD896116073,Emp and Assistance,2017-10-03,2021-12-10,2021-09-22,N
SD48064219,Emp and Assistance,2002-08-26,2022-11-18,2022-03-18,N
SD47709061,Emp and Assistance,2004-11-16,2021-09-21,2007-10-22,Y
SD47589082,Emp and Assistance,1992-12-01,2020-01-07,2017-10-17,N
SD502551176,Emp and Assistance,2015-03-18,2022-03-03,2016-03-04,N
SD268639333,Emp and Assistance,2013-10-31,2021-12-10,2021-05-28,N
SD47612236,Emp and Assistance,2002-03-05,2023-07-19,2021-09-29,N
SD48050205,Emp and Assistance,2007-10-26,2021-05-20,2021-03-31,N
SD47746731,Emp and Assistance,2011-07-12,2023-05-12,2016-11-29,N
SD731270270,Emp and Assistance,2016-08-30,2022-04-22,2021-07-05,N
SD47310462,Emp and Assistance,1991-03-12,2001-01-02,1999-06-17,N
SD47696529,Emp and Assistance,1992-07-21,2023-03-01,2002-08-27,Y
SD48017934,Emp and Assistance,1992-01-13,2022-11-21,2022-11-21,N
SD48225085,Emp and Assistance,2001-04-12,2018-05-24,2015-09-17,Y
SD48555988,Emp and Assistance,2009-01-19,2017-06-12,2013-12-06,N
SD48334398,Emp and Assistance,1995-11-17,2003-05-29,1999-10-19,N
SD47621573,Emp and Assistance,2008-03-05,2020-11-30,2015-08-24,Y
SD47340259,Emp and Assistance,1992-11-13,2011-10-24,2005-10-24,Y
SD48011127,Emp and Assistance,2009-01-30,2023-02-11,2022-05-26,N
SD47719734,Emp and Assistance,2002-07-25,2006-08-04,2003-02-13,N
SD48046679,Emp and Assistance,1998-08-24,2006-06-27,2005-02-03,N
SD48322004,Emp and Assistance,1992-05-28,2022-08-02,2006-09-21,N
SD1332551027,Emp and Assistance,2022-03-03,2022-04-19,2022-04-19,N
SD47082793,Emp and Assistance,2009-06-19,2022-08-19,2021-11-12,N
SD47246392,Emp and Assistance,1995-07-19,2022-08-24,2014-02-06,Y
SD48081264,Emp and Assistance,2007-06-04,2016-08-10,2013-04-05,N
SD48104822,Emp and Assistance,2007-09-12,2022-12-17,2022-01-06,N
SD47614823,Emp and Assistance,2010-04-29,2011-06-21,2010-10-04,N
SD47299039,Emp and Assistance,2010-07-16,2018-08-27,2017-08-30,N
SD48600377,Emp and Assistance,2009-01-20,2012-01-18,2011-11-10,N
SD47242583,Emp and Assistance,1996-09-04,2018-04-17,2004-08-06,Y
SD48034846,Emp and Assistance,1992-03-16,2003-09-19,2003-01-31,Y
SD49006522,Emp and Assistance,2005-07-14,2007-09-14,2006-09-12,N
SD48353300,Emp and Assistance,2010-02-04,2021-06-02,2012-02-25,Y
SD48755124,Emp and Assistance,1993-04-19,2023-08-31,2023-05-03,N
SD49045294,Emp and Assistance,2010-03-10,2017-06-06,2017-06-06,N
SD47386575,Emp and Assistance,1993-04-19,2020-08-20,2001-05-17,Y
SD48881672,Emp and Assistance,2002-02-28,2023-04-18,2019-10-29,Y
SD48679987,Emp and Assistance,1993-03-15,2022-05-03,2020-02-18,N
SD47348300,Emp and Assistance,1991-10-02,2019-05-23,2011-02-14,Y
SD47136570,Emp and Assistance,1991-02-25,2019-12-14,2019-09-10,N
SD47617143,Emp and Assistance,1994-05-03,2021-07-23,1997-02-26,Y
SD48160674,Emp and Assistance,1993-09-10,2012-01-20,2008-04-15,N
SD47979198,Emp and Assistance,1992-11-16,2023-01-09,2012-10-17,Y
SD48196348,Emp and Assistance,2007-01-19,2023-04-14,2022-09-29,N
SD1071679634,Emp and Assistance,2018-11-30,2020-08-14,2019-06-26,N
SD342390685,Emp and Assistance,2014-04-09,2017-05-17,2017-02-17,N
SD47976722,Emp and Assistance,2008-06-20,2011-03-18,2010-09-30,N
SD48203369,Emp and Assistance,1994-09-27,2022-08-19,2017-12-07,N
SD48580082,Emp and Assistance,1993-02-12,2022-11-15,2022-01-12,Y
SD48013834,Emp and Assistance,1993-02-05,2011-03-10,2010-05-05,N
SD48351981,Emp and Assistance,2005-01-28,2006-10-05,2005-10-18,N
SD47559935,Emp and Assistance,2007-06-01,2021-07-20,2019-07-17,N
SD48270694,Emp and Assistance,1992-09-21,2022-02-17,2021-07-15,N
SD48978020,Emp and Assistance,2000-09-20,2015-04-07,2014-03-17,N
SD48082827,Emp and Assistance,1991-05-02,2001-07-13,2000-03-24,N
SD47595011,Emp and Assistance,1992-07-21,2003-10-17,2003-02-04,N
SD47899267,Emp and Assistance,1995-04-26,2008-12-15,2007-11-08,N
SD47834952,Emp and Assistance,1992-06-03,2016-12-07,2016-07-07,N
SD48897467,Emp and Assistance,1996-09-06,2022-12-17,2020-10-13,N
SD47281477,Emp and Assistance,2009-08-21,2023-08-18,2018-05-30,N
SD49009674,Emp and Assistance,1994-05-09,2000-12-22,1996-10-03,N
SD47040885,Emp and Assistance,2009-12-31,2019-03-04,2016-01-28,N
SD48072358,Emp and Assistance,1994-01-18,2023-09-15,2010-02-02,Y
SD47083193,Emp and Assistance,2009-07-24,2011-01-14,2010-09-13,N
SD47786381,Emp and Assistance,2009-08-12,2022-09-16,2019-12-18,N
SD47463489,Emp and Assistance,1995-08-02,2016-03-10,2006-01-30,Y
SD1321977358,Emp and Assistance,2021-11-01,2023-06-21,2023-03-10,N
SD48746346,Emp and Assistance,1991-11-26,2003-03-11,2002-12-11,N
SD47763269,Emp and Assistance,1993-01-29,2019-08-01,2005-03-17,Y
SD48745577,Emp and Assistance,1993-04-13,2019-09-26,2005-05-20,Y
SD48402069,Emp and Assistance,2010-09-14,2020-12-12,2017-09-06,N
SD48825815,Emp and Assistance,1991-03-06,2001-05-29,1997-09-11,Y
SD290025837,Emp and Assistance,2013-12-16,2022-02-12,2019-11-27,N
SD48027044,Emp and Assistance,2004-03-08,2012-02-17,2006-11-08,N
SD48545520,Emp and Assistance,2011-11-01,2021-10-05,2020-03-19,Y
SD48145514,Emp and Assistance,1991-07-08,2023-06-16,2021-08-06,N
SD47492265,Emp and Assistance,2001-03-16,2020-06-24,2003-04-29,Y
SD47865675,Emp and Assistance,2010-02-12,2012-07-30,2012-02-20,N
SD48015578,Emp and Assistance,1995-09-29,2023-07-14,2018-05-11,N
SD47666253,Emp and Assistance,1998-03-16,2001-02-13,2000-05-01,N
SD48256304,Emp and Assistance,1995-03-07,2018-02-01,1999-12-31,N
SD48388039,Emp and Assistance,1991-06-07,2022-08-18,2010-03-23,N
SD1293037136,Emp and Assistance,2020-11-03,2022-10-21,2022-03-28,N
SD47998303,Emp and Assistance,2010-10-14,2022-06-17,2019-04-24,N
SD1257919623,Emp and Assistance,2020-05-06,2022-11-18,2022-03-30,N
SD1341871317,Emp and Assistance,2022-06-03,2023-07-14,2022-12-19,N
SD1216007315,Emp and Assistance,2020-01-13,2023-01-13,2021-12-31,N
SD47386568,Emp and Assistance,1992-09-15,2022-12-17,1993-10-07,Y
SD48759298,Emp and Assistance,1994-08-17,2015-11-06,2015-04-14,N
SD103493028,Emp and Assistance,2012-11-01,2022-07-15,2021-11-30,N
SD48482886,Emp and Assistance,2002-11-08,2022-07-15,2021-12-06,N
SD48505547,Emp and Assistance,1996-06-28,2023-08-18,2021-10-07,N
SD1216481465,Emp and Assistance,2020-01-14,2022-09-16,2022-01-04,N
SD47072321,Emp and Assistance,1995-09-14,2000-08-02,2000-05-01,N
SD48704098,Emp and Assistance,1995-11-21,2023-04-04,2009-06-11,Y
SD48058759,Emp and Assistance,2007-12-04,2022-11-10,2008-03-28,Y
SD47067964,Emp and Assistance,1995-02-06,1998-10-16,1996-06-19,N
SD48493052,Emp and Assistance,2007-07-24,2022-07-19,2017-09-12,Y
SD215878636,Emp and Assistance,2013-07-02,2022-07-15,2020-03-03,N
SD48750814,Emp and Assistance,2011-03-18,2011-05-13,2011-05-13,N
SD48905250,Emp and Assistance,1991-06-28,2003-04-08,2003-01-28,N
SD49061820,Emp and Assistance,1991-04-15,2022-09-16,2020-03-30,N
SD47036561,Emp and Assistance,2010-10-15,2018-09-06,2011-06-01,N
SD47149798,Emp and Assistance,1995-02-27,2015-06-20,2014-08-07,N
SD48144057,Emp and Assistance,2010-04-06,2011-01-14,2010-07-28,N
SD48972678,Emp and Assistance,1998-11-16,2022-11-10,2022-05-09,N
SD47514977,Emp and Assistance,2005-07-22,2022-05-27,2020-04-30,Y
SD47743336,Emp and Assistance,1991-06-25,2002-10-10,1999-03-30,N
SD47264348,Emp and Assistance,1992-03-02,1999-10-12,1998-06-04,N
SD48837916,Emp and Assistance,1995-05-11,2018-02-28,2014-06-16,N
SD48979846,Emp and Assistance,1991-03-10,2017-02-18,2001-08-02,Y
SD48333642,Emp and Assistance,2011-02-22,2020-01-30,2019-12-06,N
SD48651407,Emp and Assistance,2007-11-23,2012-02-08,2011-01-27,N
SD48148016,Emp and Assistance,1999-07-08,2013-08-28,2012-12-04,N
SD48600587,Emp and Assistance,2009-01-29,2023-03-29,2020-03-23,N
SD47919011,Emp and Assistance,2002-01-24,2011-09-28,2011-07-19,N
SD47145085,Emp and Assistance,1997-01-03,2021-10-25,2019-05-02,N
SD47333634,Emp and Assistance,1991-09-12,2010-08-20,1992-05-14,N
SD1222384186,Emp and Assistance,2020-01-29,2023-06-16,2020-11-10,N
SD48767724,Emp and Assistance,1995-01-17,2002-10-15,2002-09-23,N
SD47108623,Emp and Assistance,2001-06-12,2011-04-07,2008-10-22,N
SD48256519,Emp and Assistance,1995-02-28,2022-11-15,2018-05-09,N
SD46972336,Emp and Assistance,2010-10-15,2022-11-04,2017-01-09,Y
SD48897533,Emp and Assistance,1991-03-13,2022-09-28,2019-12-19,Y
SD47758906,Emp and Assistance,1991-08-19,2005-12-05,1994-12-22,Y
SD47721608,Emp and Assistance,2006-06-29,2020-05-25,2019-11-19,N
SD48915600,Emp and Assistance,2012-04-23,2022-05-31,2021-11-17,N
SD47125701,Emp and Assistance,1991-04-17,2004-01-05,1994-08-26,N
SD48730962,Emp and Assistance,2004-05-06,2006-10-05,2006-09-11,N
SD48421488,Emp and Assistance,1996-10-02,2022-08-16,2015-09-04,N
SD48313280,Emp and Assistance,1992-04-13,2008-10-20,2006-12-19,N
SD48299072,Emp and Assistance,1991-04-04,2003-02-07,1992-01-29,Y
SD47609008,Emp and Assistance,1991-09-17,2023-02-21,2010-12-14,N
SD47000204,Emp and Assistance,2009-07-23,2022-06-16,2014-07-29,Y
SD47014671,Emp and Assistance,2000-02-08,2017-12-16,2010-01-06,Y
SD48339138,Emp and Assistance,1995-10-05,2013-07-24,2011-12-16,N
SD47870462,Emp and Assistance,2006-01-05,2019-11-05,2006-05-16,Y
SD47086528,Emp and Assistance,1991-07-23,2007-04-10,2006-09-14,N
SD48585645,Emp and Assistance,1994-02-03,2022-10-17,1999-08-03,Y
SD48141791,Emp and Assistance,1992-10-08,2019-04-03,2019-02-04,N
SD48934046,Emp and Assistance,2005-08-08,2014-10-31,2010-07-08,N
SD47004919,Emp and Assistance,2009-06-19,2023-05-16,2021-05-14,Y
SD48006903,Emp and Assistance,1991-06-18,1999-09-10,1998-12-10,N
SD48138396,Emp and Assistance,1993-09-07,2023-05-12,2013-10-16,Y
SD47668441,Emp and Assistance,2000-09-13,2022-01-15,2020-12-22,N
SD47155185,Emp and Assistance,2009-07-24,2023-02-11,2020-09-15,N
SD48740571,Emp and Assistance,2011-06-01,2023-07-14,2018-04-20,N
SD48802912,Emp and Assistance,1993-10-07,2004-02-01,2004-01-29,N
SD47846406,Emp and Assistance,1993-07-26,2004-02-11,2003-08-15,N
SD607856617,Emp and Assistance,2015-11-13,2023-05-12,2018-09-12,N
SD47622426,Emp and Assistance,1995-08-30,1998-05-22,1998-05-12,N
SD47166241,Emp and Assistance,1999-06-30,2000-03-29,1999-12-30,N
SD48387826,Emp and Assistance,2007-12-03,2023-03-27,2022-12-19,N
SD48802538,Emp and Assistance,1993-10-05,2005-02-09,2003-08-05,N
SD48262716,Emp and Assistance,1995-08-28,2002-07-19,2001-12-03,N
SD47454864,Emp and Assistance,1992-07-03,2004-08-04,2004-05-18,N
SD48145551,Emp and Assistance,1961-07-08,2019-08-08,1991-07-08,Y
SD48061619,Emp and Assistance,2001-02-16,2021-06-19,2020-10-01,N
SD48365337,Emp and Assistance,1995-04-25,2010-06-02,2009-12-14,N
SD47939093,Emp and Assistance,2003-04-11,2010-10-18,2010-07-13,N
SD48492430,Emp and Assistance,2007-07-03,2010-10-12,2008-09-30,Y
SD48022388,Emp and Assistance,1991-04-30,2000-06-13,2000-01-17,N
SD47975149,Emp and Assistance,1997-02-28,2004-06-02,2004-02-20,N
SD47462868,Emp and Assistance,1994-02-22,2021-04-16,2008-04-09,Y
SD47863799,Emp and Assistance,1991-12-02,2002-04-23,2002-01-15,N
SD47401728,Emp and Assistance,1997-01-14,2003-07-18,2003-03-03,N
SD49048563,Emp and Assistance,1991-05-06,2015-05-26,2012-08-09,N
SD48838222,Emp and Assistance,1994-02-15,2022-06-10,2007-11-30,Y
SD47857872,Emp and Assistance,2011-08-19,2017-12-16,2016-09-01,N
SD48327866,Emp and Assistance,2008-12-18,2023-06-16,2022-06-02,N
SD47193507,Emp and Assistance,2009-10-16,2022-04-22,2021-02-24,N
SD46961008,Emp and Assistance,1996-03-22,2014-03-13,2014-03-12,N
SD47062047,Emp and Assistance,2009-04-16,2022-06-17,2016-11-30,N
SD47679430,Emp and Assistance,2000-02-18,2001-07-20,2001-05-22,N
SD48874250,Emp and Assistance,1992-07-31,2006-10-13,2006-08-15,N
SD48574145,Emp and Assistance,1997-12-31,2022-09-16,2006-06-06,Y
SD47499265,Emp and Assistance,2008-06-06,2021-01-16,2019-11-29,N
SD48217288,Emp and Assistance,1994-10-06,2023-01-30,2015-02-27,N
SD48315988,Emp and Assistance,2003-02-12,2004-02-18,2003-06-18,N
SD47689681,Emp and Assistance,1994-06-17,2017-11-18,2016-02-19,N
SD47877441,Emp and Assistance,1998-09-08,2002-05-03,1999-07-08,N
SD46963959,Emp and Assistance,1991-07-12,2019-12-05,1999-07-21,Y
SD48502551,Emp and Assistance,2011-06-07,2012-06-23,2012-02-16,N
SD47768011,Emp and Assistance,1991-12-27,1996-10-03,1996-05-07,N
SD47396037,Emp and Assistance,1992-05-08,2008-05-30,2007-04-23,N
SD665155447,Emp and Assistance,2016-03-30,2023-06-16,2023-03-31,N
SD47067685,Emp and Assistance,1991-07-02,2016-02-13,2015-11-17,Y
SD48104855,Emp and Assistance,2007-09-11,2023-02-11,2019-11-14,N
SD48735710,Emp and Assistance,1993-04-23,2023-08-18,2023-02-09,N
SD48173054,Emp and Assistance,1996-02-26,2007-08-29,2007-07-17,N
SD47287717,Emp and Assistance,1994-05-24,2000-12-07,1998-01-13,N
SD47870715,Emp and Assistance,2006-01-26,2021-01-16,2019-12-05,N
SD47243467,Emp and Assistance,1999-02-10,2002-01-10,2000-05-04,N
SD48269607,Emp and Assistance,1993-12-03,2006-04-05,2004-12-17,Y
SD48110448,Emp and Assistance,2012-01-26,2023-09-15,2023-01-28,N
SD48203172,Emp and Assistance,2006-06-12,2023-03-17,2013-07-15,N
SD47679533,Emp and Assistance,1993-10-07,2014-07-18,2011-09-13,N
SD47927918,Emp and Assistance,1998-09-17,2020-03-16,2010-11-04,N
SD47757240,Emp and Assistance,2004-01-23,2011-04-13,2011-01-24,N
SD47449532,Emp and Assistance,1991-03-15,2021-07-02,2008-11-25,N
SD48282713,Emp and Assistance,1991-04-23,2021-07-13,2013-10-03,N
SD47132809,Emp and Assistance,1997-07-16,2022-03-22,2021-10-27,N
SD46987686,Emp and Assistance,2002-02-25,2023-03-17,2022-12-22,N
SD48724507,Emp and Assistance,1992-02-18,2017-09-11,2016-04-27,N
SD48508506,Emp and Assistance,1998-10-30,2023-09-19,2009-01-29,Y
SD47593280,Emp and Assistance,1992-01-14,2011-11-01,2011-07-25,Y
SD49040216,Emp and Assistance,2011-09-13,2018-05-01,2015-10-22,N
SD48368083,Emp and Assistance,2007-03-13,2011-08-19,2010-06-15,N
SD47451372,Emp and Assistance,2000-03-21,2020-07-22,2014-02-14,Y
SD48081791,Emp and Assistance,2007-06-18,2023-03-17,2019-11-07,N
SD47333221,Emp and Assistance,1991-08-30,2001-11-20,2001-11-08,N
SD48472632,Emp and Assistance,2009-05-14,2015-04-24,2015-03-23,Y
SD48034608,Emp and Assistance,1992-03-09,2023-03-15,1996-02-08,Y
SD48746363,Emp and Assistance,1991-11-01,2023-01-13,2022-10-25,N
SD692458354,Emp and Assistance,2016-05-30,2018-04-10,2017-05-31,Y
SD522708036,Emp and Assistance,2015-05-01,2020-08-05,2018-10-04,Y
SD47500526,Emp and Assistance,1995-05-23,2023-07-12,2015-11-19,N
SD47124158,Emp and Assistance,1997-09-12,2022-03-18,2020-03-31,N
SD47835856,Emp and Assistance,1991-11-12,2023-03-17,2022-06-17,N
SD47327913,Emp and Assistance,1998-05-01,2008-09-16,2008-04-14,N
SD48188671,Emp and Assistance,2010-06-17,2012-02-17,2011-11-29,N
SD48256222,Emp and Assistance,1995-06-02,2023-02-14,2022-11-18,N
SD47719639,Emp and Assistance,2002-07-23,2021-05-18,2021-01-13,N
SD47314884,Emp and Assistance,2010-09-10,2021-03-19,2017-02-01,N
SD48027709,Emp and Assistance,2004-03-19,2023-01-13,2017-05-03,N
SD48955005,Emp and Assistance,1991-11-14,2021-12-10,1994-07-27,N
SD47003965,Emp and Assistance,2009-08-21,2019-09-18,2018-03-09,Y
SD47577972,Emp and Assistance,1992-04-09,2014-04-02,2010-12-16,Y
SD48010885,Emp and Assistance,2009-04-17,2022-07-15,2021-10-14,N
SD47362768,Emp and Assistance,1991-04-04,2004-05-07,2004-03-30,N
SD47069596,Emp and Assistance,2000-07-12,2023-04-14,2004-01-26,Y
SD48809339,Emp and Assistance,1996-05-30,1997-05-21,1996-09-27,N
SD47318559,Emp and Assistance,2010-02-15,2011-04-04,2011-03-03,N
SD47588200,Emp and Assistance,1994-01-28,2023-05-30,2020-05-28,Y
SD47059076,Emp and Assistance,2001-01-04,2004-01-13,2003-02-04,N
SD47976145,Emp and Assistance,2008-05-15,2013-02-05,2011-10-25,N
SD48153353,Emp and Assistance,2001-05-31,2007-12-12,2007-11-02,N
SD48045625,Emp and Assistance,1993-06-08,1998-12-10,1998-09-22,N
SD48745681,Emp and Assistance,1992-01-16,2003-03-21,2003-01-16,N
SD47287834,Emp and Assistance,1991-10-10,2005-10-11,2005-04-06,N
SD47629357,Emp and Assistance,2011-08-09,2015-06-20,2012-03-21,Y
SD47827954,Emp and Assistance,1991-04-30,2023-02-13,2009-06-29,Y
SD212727452,Emp and Assistance,2013-06-24,2018-11-15,2018-03-14,N
SD47873767,Emp and Assistance,2006-05-29,2022-09-08,2019-01-29,Y
SD48298911,Emp and Assistance,1991-03-27,2019-07-12,2018-12-21,N
SD47244604,Emp and Assistance,1992-02-20,2017-03-18,2016-08-31,N
SD48108219,Emp and Assistance,2007-10-04,2011-03-18,2010-10-06,N
SD48874450,Emp and Assistance,2002-07-23,2006-01-04,2003-03-06,N
SD48219381,Emp and Assistance,2001-01-04,2023-05-17,2017-09-22,Y
SD48357107,Emp and Assistance,1994-02-21,2020-06-20,2015-03-30,N
SD48355938,Emp and Assistance,1994-04-20,2022-10-21,2014-03-13,N
SD48054816,Emp and Assistance,1992-03-19,2007-11-22,2006-09-26,Y
SD47766706,Emp and Assistance,1992-01-14,2001-10-17,2001-06-14,N
SD47272200,Emp and Assistance,1993-07-22,2023-02-14,2003-01-02,N
SD47399113,Emp and Assistance,1991-07-19,2022-10-03,2009-09-10,N
SD47105402,Emp and Assistance,1992-11-09,2015-01-17,2012-09-20,N
SD48680255,Emp and Assistance,2005-02-04,2021-06-18,2021-06-09,N
SD48367249,Emp and Assistance,2008-01-18,2023-02-24,2014-02-18,N
SD47627724,Emp and Assistance,2011-02-11,2023-02-09,2022-09-06,N
SD47227095,Emp and Assistance,1992-12-09,2019-03-16,2013-06-19,N
SD47209028,Emp and Assistance,1999-05-05,2022-12-17,2022-03-15,N
SD48080871,Emp and Assistance,2007-05-10,2019-06-22,2018-01-25,N
SD175928871,Emp and Assistance,2013-04-08,2023-05-26,2020-02-05,N
SD48493137,Emp and Assistance,2007-07-20,2021-06-19,2019-06-24,N
SD49012579,Emp and Assistance,1993-05-04,2014-11-14,2014-07-17,N
SD47323873,Emp and Assistance,1994-06-10,2019-09-27,2002-10-21,Y
SD49006791,Emp and Assistance,2006-07-24,2023-06-16,2009-06-09,N
SD48363984,Emp and Assistance,1991-09-03,2023-06-15,2003-11-19,Y
SD47870750,Emp and Assistance,2006-01-17,2011-06-13,2010-03-05,N
SD47062589,Emp and Assistance,2009-04-24,2022-07-15,2021-12-08,N
SD46987539,Emp and Assistance,2002-02-28,2022-06-06,2021-10-08,N
SD47236115,Emp and Assistance,2001-11-09,2002-07-31,2002-07-23,N
SD1254288631,Emp and Assistance,2020-04-27,2022-09-16,2021-12-15,N
SD47882904,Emp and Assistance,2001-01-11,2023-07-05,2008-05-29,Y
SD48743606,Emp and Assistance,2005-05-13,2011-01-13,2009-09-29,N
SD47640391,Emp and Assistance,1993-10-18,2000-10-02,2000-04-04,N
SD48034273,Emp and Assistance,1992-02-25,2016-07-23,2009-06-25,Y
SD47340546,Emp and Assistance,1993-03-30,2022-09-16,2021-10-29,N
SD47529778,Emp and Assistance,1994-11-04,2020-10-28,2009-09-17,Y
SD48095228,Emp and Assistance,1991-07-12,2019-04-19,2017-03-14,N
SD48814892,Emp and Assistance,1996-03-04,1999-12-31,1998-07-29,N
SD47497052,Emp and Assistance,1991-07-23,2020-12-21,2007-09-18,Y
SD47621479,Emp and Assistance,2008-02-19,2020-06-16,2011-06-09,N
SD48147858,Emp and Assistance,1999-04-26,2004-06-17,2004-04-14,Y
SD47699643,Emp and Assistance,2011-01-21,2022-11-18,2020-04-07,N
SD47698532,Emp and Assistance,1991-10-16,2020-04-23,2015-10-30,N
SD1070053747,Emp and Assistance,2018-11-27,2023-06-08,2023-03-29,Y
